id,alias,name,url,review_count,rating,modified_category,cuisine,transactions,price,phone,display_phone,distance,Accepts Reservations?,Delivers?,Pickup service?,latitude,longitude,zipcode,have I been?
jjJc_CrkB2HodEinB6cWww,lovemama-new-york,LoveMama,https://www.yelp.com/biz/lovemama-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,4913,4.5,restaurant,thai,"['delivery', 'restaurant_reservation', 'pickup']",2$,12122545370,(212) 254-5370,3377.437303,1,1,1,40.7303859, -73.9860613},10003,no
B3_K2kUVbYOU0VaLcj_LTw,thai-villa-new-york-2,Thai Villa,https://www.yelp.com/biz/thai-villa-new-york-2?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,3272,4.5,restaurant,thai,"['delivery', 'pickup']",2$,12128029999,(212) 802-9999,2571.07084,0,1,1,40.73902, -73.99065},10003,no
vRrVSB-LegwUwIxpkeRVtQ,le-bernardin-new-york,Le Bernardin,https://www.yelp.com/biz/le-bernardin-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2520,4.5,restaurant,french,[],4$,12125541515,(212) 554-1515,312.6985302,NaN,NaN,NaN,40.761557, -73.981763},10019,no
zj8Lq1T8KIC5zwFief15jg,prince-street-pizza-new-york-2,Prince Street Pizza,https://www.yelp.com/biz/prince-street-pizza-new-york-2?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,3423,4.5,restaurant,pizza,"['delivery', 'pickup']",1$,12129664100,(212) 966-4100,4361.398809,0,1,1,40.72290877, -73.9944863319397},10012,no
UGECJrPSWy0n7PXykBBWAQ,two-little-red-hens-new-york-4,Two Little Red Hens,https://www.yelp.com/biz/two-little-red-hens-new-york-4?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2559,4.5,restaurant,bakery,[],2$,12124520476,(212) 452-0476,2960.903391,NaN,NaN,NaN,40.777528, -73.9517869},10028,no
xt4sa64WOrpJvZBDPNPNYg,jacobs-pickles-new-york,Jacob's Pickles,https://www.yelp.com/biz/jacobs-pickles-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,4069,4,restaurant,comfort,[],2$,12124705566,(212) 470-5566,2950.127195,NaN,NaN,NaN,40.78665044, -73.9755284786224},10024,no
FEVQpbOPOwAPNIgO7D3xxw,shake-shack-new-york-2,Shake Shack,https://www.yelp.com/biz/shake-shack-new-york-2?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,5566,4,restaurant,burgers,['delivery'],2$,12128896600,(212) 889-6600,2244.483895,0,1,0,40.74140002, -73.98815019045},10010,yes
SULHf6nGQ8sK0UpG1XU30w,los-tacos-no-1-new-york-3,Los Tacos No.1,https://www.yelp.com/biz/los-tacos-no-1-new-york-3?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1693,4.5,restaurant,mexican,[],1$,12125744696,(212) 574-4696,836.941254,NaN,NaN,NaN,40.7575067, -73.9877717},10036,no
A_YpTLbAlEqeLVSs9bxbEA,club-a-steakhouse-new-york,Club A Steakhouse,https://www.yelp.com/biz/club-a-steakhouse-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2756,4.5,restaurant,steak,[],3$,12126884190,(212) 688-4190,1087.989093,NaN,NaN,NaN,40.76006, -73.96557},10022,yes
QbAfrOxbuYKU248SDXHZEQ,totto-ramen-new-york-15,Totto Ramen,https://www.yelp.com/biz/totto-ramen-new-york-15?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,5444,4,restaurant,ramen,[],2$,12125820052,(212) 582-0052,897.4162093,NaN,NaN,NaN,40.76444, -73.98759},10019,yes
TN4RnyqHMSupRFot4Q-_EA,ippudo-westside-new-york,Ippudo Westside,https://www.yelp.com/biz/ippudo-westside-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,3652,4,restaurant,ramen,[],2$,12129742500,(212) 974-2500,772.94726,NaN,NaN,NaN,40.76344, -73.98661},10019,yes
lWOkeS-wV4no8qqA9OwwEg,doughnut-plant-new-york-6,Doughnut Plant,https://www.yelp.com/biz/doughnut-plant-new-york-6?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,3194,4.5,restaurant,dessert,"['delivery', 'pickup']",2$,12125053700,(212) 505-3700,4946.486538,0,1,1,40.71639449, -73.9886098620298},10002,no
b8a-8u_A51v2IzyjLVsx6w,del-friscos-double-eagle-steakhouse-new-york,Del Frisco's Double Eagle Steakhouse,https://www.yelp.com/biz/del-friscos-double-eagle-steakhouse-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2955,4.5,restaurant,steak,[],4$,12125755129,(212) 575-5129,325.8396708,NaN,NaN,NaN,40.759412, -73.982221},10020,yes
nI1UYDCYUTt23TpGxqnLKg,buddakan-new-york,Buddakan,https://www.yelp.com/biz/buddakan-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,3941,4,restaurant,Chinese,"['delivery', 'pickup']",3$,12129896699,(212) 989-6699,2981.049605,0,1,1,40.74227627, -74.0048000961542},10011,no
nU4XBdvxDABXqZ6CnB8Dig,clinton-street-baking-company-new-york-5,Clinton Street Baking Company,https://www.yelp.com/biz/clinton-street-baking-company-new-york-5?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,5017,4,restaurant,bakery,"['delivery', 'restaurant_reservation', 'pickup']",2$,16466026263,(646) 602-6263,4370.294276,1,1,1,40.721128, -73.983933},10002,yes
kViIWJFfAfWPpJOwAXBKGA,national-september-11-memorial-museum-new-york,National September 11 Memorial Museum,https://www.yelp.com/biz/national-september-11-memorial-museum-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1414,4.5,museum,museum,[],,12122665211,(212) 266-5211,6133.810377,NaN,NaN,NaN,40.71143, -74.012481},10007,yes
a0IET3_yCFcO36OqGSsisg,eataly-nyc-flatiron-new-york,Eataly NYC Flatiron,https://www.yelp.com/biz/eataly-nyc-flatiron-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,5471,4,restaurant,italian,[],2$,12122292560,(212) 229-2560,2239.089759,NaN,NaN,NaN,40.74195878, -73.989716662832},10010,yes
8HkB3JfIj7_g-MN5ujoRig,grand-central-terminal-new-york,Grand Central Terminal,https://www.yelp.com/biz/grand-central-terminal-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1392,4.5,landmark,landmark,[],,12123402583,(212) 340-2583,832.9073311,NaN,NaN,NaN,40.752793, -73.977165},10017,yes
nRO136GRieGtxz18uD61DA,eleven-madison-park-new-york,Eleven Madison Park,https://www.yelp.com/biz/eleven-madison-park-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2168,4.5,restaurant,american,[],4$,12128890905,(212) 889-0905,2186.479991,NaN,NaN,NaN,40.74169074, -73.9872074872255},10010,no
OUPyV2WKYETuprScXSAtuA,the-museum-of-modern-art-new-york-3,The Museum of Modern Art,https://www.yelp.com/biz/the-museum-of-modern-art-new-york-3?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1983,4.5,museum,museum,[],,12127089400,(212) 708-9400,154.3554634,NaN,NaN,NaN,40.76146, -73.97736},10019,yes
ETgJqJHV7BW6pIr9Ox74sA,amélie-new-york,Amélie,https://www.yelp.com/biz/am%C3%A9lie-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2653,4.5,restaurant,french,['restaurant_reservation'],2$,12125332962,(212) 533-2962,3464.466994,1,0,0,40.7327, -73.99766},10011,no
ga6sRtE0l85iftw_5-W84Q,dominique-ansel-bakery-new-york,Dominique Ansel Bakery,https://www.yelp.com/biz/dominique-ansel-bakery-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,4442,4,restaurant,bakery,[],2$,12122192773,(212) 219-2773,4398.886816,NaN,NaN,NaN,40.72522, -74.00291},10012,yes
#NAME?,up-thai-new-york,Up Thai,https://www.yelp.com/biz/up-thai-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2230,4.5,restaurant,thai,"['delivery', 'pickup']",2$,12122561188,(212) 256-1188,2056.934734,0,1,1,40.76982759, -73.9576330868512},10021,no
1DfbZ0VsSCg9g1KILmnvzQ,per-se-new-york,Per Se,https://www.yelp.com/biz/per-se-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1651,4.5,restaurant,french,[],4$,12128239335,(212) 823-9335,952.8735476,NaN,NaN,NaN,40.76815289, -73.9827629623657},10019,no
VvsZAnEwU4c8Xkyrzx05Nw,anytime-new-york,Anytime,https://www.yelp.com/biz/anytime-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1308,4.5,restaurant,korean,['restaurant_reservation'],2$,16466697733,(646) 669-7733,1534.173041,1,0,0,40.74779, -73.98674},10001,no
U5hCNNyJmb7f3dmC1HTzSQ,juniors-restaurant-and-bakery-45th-st-new-york,Junior's Restaurant & Bakery - 45th St.,https://www.yelp.com/biz/juniors-restaurant-and-bakery-45th-st-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,4586,4,restaurant,bakery,"['delivery', 'pickup']",2$,12123022000,(212) 302-2000,710.9656543,0,1,1,40.75826627, -73.98654},10036,no
VrCCr45dhN-RRM107iptdg,russ-and-daughters-new-york,Russ & Daughters,https://www.yelp.com/biz/russ-and-daughters-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2183,4.5,restaurant,bagel,[],2$,12124754880,(212) 475-4880,4264.207018,NaN,NaN,NaN,40.722589, -73.9882828294139},10002,no
vk7W3_sQwr7eZbRFsXv6rw,taiyaki-nyc-new-york,Taiyaki NYC,https://www.yelp.com/biz/taiyaki-nyc-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2847,4.5,restaurant,icecream,[],1$,12129662882,(212) 966-2882,5006.401308,NaN,NaN,NaN,40.71789, -73.9988},10013,no
DZaN3bNWfwcm__sNw5bvDg,daniel-new-york-4,Daniel,https://www.yelp.com/biz/daniel-new-york-4?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1579,4.5,restaurant,french,[],4$,12122880033,(212) 288-0033,1171.997739,NaN,NaN,NaN,40.76677368, -73.967607},10065,yes
x0k5kFArHLijdY8-NEQ7Xg,bengal-tiger-indian-food-new-york,Bengal Tiger Indian Food,https://www.yelp.com/biz/bengal-tiger-indian-food-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1870,4.5,restaurant,indpak,"['delivery', 'pickup']",2$,12122652703,(212) 265-2703,347.9281234,0,1,1,40.763167, -73.977131},10019,no
ikazsJps1k-Br2FbunwCtg,spot-dessert-bar-new-york-2,Spot Dessert Bar,https://www.yelp.com/biz/spot-dessert-bar-new-york-2?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2949,4,restaurant,dessert,"['delivery', 'pickup']",2$,12126775670,(212) 677-5670,3541.615872,0,1,1,40.72939, -73.98892},10003,yes
MJJi_5tGkWYI1VReTjhCCA,bryant-park-new-york-2,Bryant Park,https://www.yelp.com/biz/bryant-park-new-york-2?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1151,4.5,park,park,[],,12127684242,(212) 768-4242,826.8806351,NaN,NaN,NaN,40.75388429, -73.9836510457098},10018,yes
36krOhexcsA8Uetoq52A7g,top-of-the-rock-new-york,Top of the Rock,https://www.yelp.com/biz/top-of-the-rock-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1623,4.5,landmark,landmark,[],,18776927625,(877) 692-7625,123.8978368,NaN,NaN,NaN,40.75933426, -73.9794015884399},10112,no
0CjK3esfpFcxIopebzjFxA,joes-shanghai-new-york-2,Joe's Shanghai,https://www.yelp.com/biz/joes-shanghai-new-york-2?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,6112,4,restaurant,chinese,[],2$,12122338888,(212) 233-8888,5186.08479,NaN,NaN,NaN,40.7156608, -73.9967012},10013,no
klAhw3xLQi9GF1tf_HnS7w,izakaya-mew-new-york-3,Izakaya MEW,https://www.yelp.com/biz/izakaya-mew-new-york-3?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2269,4,restaurant,japanese,"['delivery', 'pickup']",2$,16463689384,(646) 368-9384,1295.230383,0,1,1,40.75018531, -73.9863203465939},10001,yes
22nKUyCIbpnzR6R3_g1ptQ,carmines-italian-restaurant-times-square-new-york-5,Carmine's Italian Restaurant - Times Square,https://www.yelp.com/biz/carmines-italian-restaurant-times-square-new-york-5?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,3753,4,restaurant,italian,"['delivery', 'pickup']",2$,12122213800,(212) 221-3800,752.7176948,0,1,1,40.75749558, -73.9866844540098},10036,yes
WIhm0W9197f_rRtDziq5qQ,lombardis-pizza-new-york-4,Lombardi's Pizza,https://www.yelp.com/biz/lombardis-pizza-new-york-4?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,6085,4,restaurant,pizza,"['delivery', 'pickup']",2$,12129417994,(212) 941-7994,4529.576742,0,1,1,40.7215935, -73.9955956044561},10012,yes
o6q3jm-dU5A6nV3r2lBg9A,chinatown-ice-cream-factory-new-york,Chinatown Ice Cream Factory,https://www.yelp.com/biz/chinatown-ice-cream-factory-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2719,4,restaurant,dessert,[],1$,12126084170,(212) 608-4170,5246.304541,NaN,NaN,NaN,40.715452, -73.99818},10013,yes
ehUuSk5gPTCQmwS_ubgKRA,upstate-craft-beer-and-oyster-bar-new-york-4,Upstate Craft Beer & Oyster Bar,https://www.yelp.com/biz/upstate-craft-beer-and-oyster-bar-new-york-4?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1845,4.5,restaurant,seafood,['restaurant_reservation'],2$,16467915400,(646) 791-5400,3823.766367,1,0,0,40.726373, -73.986557},10003,no
dMhRafXdr765DHe0k-QfaQ,abc-kitchen-new-york,ABC Kitchen,https://www.yelp.com/biz/abc-kitchen-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2962,4,restaurant,american,[],3$,12124755829,(212) 475-5829,2628.574353,NaN,NaN,NaN,40.738085, -73.989472},10003,no
MKYhiSeXjahxh9O4Gqnimw,grace-street-new-york,Grace Street,https://www.yelp.com/biz/grace-street-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2443,4,restaurant,dessert,[],2$,19177452125,(917) 745-2125,1532.583516,NaN,NaN,NaN,40.74785768, -73.9865590631962},10001,yes
t1w4qyqyfEdTPhoy-5t3FA,morimoto-new-york,Morimoto,https://www.yelp.com/biz/morimoto-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,3043,4,restaurant,japanese,"['delivery', 'pickup']",4$,12129898883,(212) 989-8883,3081.229929,0,1,1,40.74332, -74.00713},10011,no
MhceeLrM2_3mcKw5EGLY6A,pure-thai-cookhouse-new-york,Pure Thai Cookhouse,https://www.yelp.com/biz/pure-thai-cookhouse-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,2502,4,restaurant,thai,['pickup'],2$,12125810999,(212) 581-0999,931.2117396,0,0,1,40.764291, -73.988159},10019,no
_DcfYjnGffQI3iP1Be0kdA,ladurée-madison-ave-new-york,Ladurée Madison Ave,https://www.yelp.com/biz/ladur%C3%A9e-madison-ave-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1875,4.5,restaurant,dessert,[],3$,16465583157,(646) 558-3157,1555.688411,NaN,NaN,NaN,40.77077023, -73.9663760711639},10021,no
c3eMI4_o4dPDDhPV_ibBYQ,ess-a-bagel-new-york,Ess-a-Bagel,https://www.yelp.com/biz/ess-a-bagel-new-york?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,3548,4,restaurant,bagel,"['delivery', 'pickup']",1$,12129801010,(212) 980-1010,811.405998,0,1,1,40.75630056, -73.9703701025162},10022,no
PBUIaPtgnhmdHE3KHglK-g,jean-georges-new-york-2,Jean-Georges,https://www.yelp.com/biz/jean-georges-new-york-2?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1875,4.5,restaurant,french,"['delivery', 'pickup']",4$,12122993900,(212) 299-3900,1019.623417,0,1,1,40.76911227, -73.9814290717583},10023,no
SaYTVG7wHCMDBofHCgXPaA,dutch-freds-new-york-2,Dutch Freds,https://www.yelp.com/biz/dutch-freds-new-york-2?adjust_creative=OJeUxoKF_oD4FLEYuIdDbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OJeUxoKF_oD4FLEYuIdDbg,1549,4.5,bar,bar,[],2$,16469186923,(646) 918-6923,790.5524238,NaN,NaN,NaN,40.760835, -73.987823},10036,yes
